Ticker,GOOGL,MSFT,AAPL,AMZN,NVDA,TSLA,META,NFLX,CRM,JPM,ORCL,BAC,WFC,GS,MS,C,JNJ,PFE,UNH,PG,KO,PEP,WMT,HD,BA,CAT,GE,XOM,CVX,V
ORCL,0.7165979868928279,0.8630335018747004,0.8812982303432553,0.7744693727326061,0.9946240271396705,0.8672698221280968,0.8593463947801531,0.20181415385514678,0.9868484296151566,0.8798504966627565,1.0,0.9008960002473778,0.8957237512087639,0.9203900148809279,0.9094412626936116,0.9075552345852034,0.8651847520453807,0.8996051923318609,0.8809626951591022,0.891004712557267,0.8808986951899428,0.8783017960266449,0.9626640848721927,0.9547661164342006,0.8423457015950458,0.8833599392151165,0.7176072015504213,0.9007740356271621,0.8877467279123374,0.8836953421899959
BAC,0.8495995413163033,0.9947230347853182,0.9746442746759288,0.9081365804251945,0.8621295374295664,0.9365777443207949,0.9755318319242678,0.325023023178745,0.8199881249297767,0.9987514591249534,0.9008960002473778,1.0,0.9996228197076137,0.9931568689125215,0.999684189457576,0.999364069269328,0.9945733142083527,0.9966608346934466,0.9617628989503902,0.9967836364824962,0.9910437717543019,0.9809895298296647,0.9762276157409725,0.9823797051562775,0.9360905811474177,0.9985204067023248,0.8469119532605994,0.9986885959450025,0.9722559904976936,0.9991560065614813
WFC,0.8633304215462464,0.9965550675468545,0.9797570099146702,0.9189655214495156,0.8579068874879711,0.9443126247798393,0.9810527765383565,0.3499845696464274,0.8125991549783443,0.9986532711680309,0.8957237512087639,0.9996228197076137,1.0,0.9946434777448858,0.9993894797750975,0.9995450611707446,0.993498937070345,0.9942001101286385,0.9678480208468427,0.994628453815959,0.98776645909528,0.9855881110605309,0.9713855715557365,0.9780063793776944,0.9445595926942588,0.9995188839555607,0.8607261921859379,0.999539280316149,0.9773986501268347,0.9994480946692513
GS,0.887661852356772,0.9884730036792186,0.9903996010519813,0.9355559528712046,0.8926108154841169,0.9681649563062948,0.9876046940782932,0.3998805859579117,0.845299658767047,0.988125028028367,0.9203900148809279,0.9931568689125215,0.9946434777448858,1.0,0.9953502672092298,0.9965748570706715,0.9772061385298427,0.9819733625180406,0.9845030981467547,0.9811057854898634,0.9695754376111578,0.9926388411597493,0.97186179823153,0.9766203725422167,0.9644549620503449,0.9932289770842825,0.8861816446472395,0.9969206435460053,0.9902925933980669,0.99096079726282
MS,0.8527064964300518,0.993178791082401,0.9769706460727468,0.9101604641844652,0.8728350048992797,0.9416919522230722,0.9768219498929923,0.33041155593202554,0.8309942079201814,0.9972466071051733,0.9094412626936116,0.999684189457576,0.9993894797750975,0.9953502672092298,1.0,0.9998397800829675,0.9916974024191689,0.9954803365784693,0.9655590941234182,0.9951102213219926,0.9883784352833072,0.9826053457800719,0.9789932216887063,0.9845510204702043,0.9398104887421411,0.9978332416045187,0.8503028049020758,0.9989492077721096,0.9751994586239532,0.9980894770689857
C,0.861474801873194,0.9939649821700915,0.9803875589787099,0.916985041159756,0.8718563770446673,0.9472018891367094,0.9803488422297341,0.3463108477658697,0.8281298265092859,0.9968890895738969,0.9075552345852034,0.999364069269328,0.9995450611707446,0.9965748570706715,0.9998397800829675,1.0,0.9904863331429827,0.9937571228769922,0.969856404529539,0.9934766113443844,0.9858770310785224,0.9856067990796203,0.976467009413395,0.9822159466560211,0.9455034397993399,0.9982855863276358,0.8591730369971669,0.9994566553161329,0.9787461034239365,0.9980462758497932
JNJ,0.8262742309694461,0.9935380113370433,0.9570981065270737,0.8899081626199014,0.8181808654540471,0.9068171241187309,0.961438983454554,0.292492763856224,0.7767158453428051,0.9979681004822633,0.8651847520453807,0.9945733142083527,0.993498937070345,0.9772061385298427,0.9916974024191689,0.9904863331429827,1.0,0.9954814406566296,0.9375942892591389,0.9975632391328026,0.996491195837811,0.9662216206117762,0.9609739741048049,0.969134831511878,0.9118317501934018,0.9939664508460293,0.8224109105938161,0.9906461077808401,0.9521949246747357,0.9964321176688913
PFE,0.8043789606738607,0.986423831966586,0.9532064297557595,0.8716992559390457,0.8557018021193722,0.9055625760166895,0.9545447585409743,0.24831540208553812,0.8218150768222948,0.9958725466173036,0.8996051923318609,0.9966608346934466,0.9942001101286385,0.9819733625180406,0.9954803365784693,0.9937571228769922,0.9954814406566296,1.0,0.9366630549452506,0.9996757460412561,0.9978391200332603,0.9618806024963508,0.9815640305735565,0.9871445011592528,0.9042686997434496,0.9918647903909955,0.801211530328694,0.9912295428826609,0.9501700009829536,0.9947868566476533
UNH,0.9511478288040036,0.9684298795776176,0.9975466173729203,0.9781523735304353,0.864197247300785,0.9966846835943978,0.9948885747342793,0.5501410994293522,0.7999986485552752,0.9563458952092067,0.8809626951591022,0.9617628989503902,0.9678480208468427,0.9845030981467547,0.9655590941234182,0.969856404529539,0.9375942892591389,0.9366630549452506,1.0,0.9368529657384436,0.9172415748260805,0.9950917313575878,0.9203624936881657,0.9265818748168033,0.9951262597914263,0.9693776813703585,0.9507159390104297,0.9740557938772723,0.9987197992214218,0.9622411862812305
PG,0.8095553598434736,0.9889009296372491,0.9543609680144328,0.8762093228202443,0.8460762189141424,0.9056308398956031,0.9565099162763905,0.2581481612238199,0.8103762478445883,0.9971530003761202,0.891004712557267,0.9967836364824962,0.994628453815959,0.9811057854898634,0.9951102213219926,0.9934766113443844,0.9975632391328026,0.9996757460412561,0.9368529657384436,1.0,0.9985091681009195,0.9632298008039635,0.9769269103120614,0.9831917635654361,0.906045166107991,0.9930170717567287,0.8061781608179586,0.9916331359665348,0.9507879522036269,0.9958931773339923
KO,0.7819274954076745,0.9821381475310602,0.9381899889991228,0.8534719078128833,0.8322087230523422,0.8822790480600455,0.9410154706796191,0.21665115845068514,0.8006209111312338,0.9927231450386379,0.8808986951899428,0.9910437717543019,0.98776645909528,0.9695754376111578,0.9883784352833072,0.9858770310785224,0.996491195837811,0.9978391200332603,0.9172415748260805,0.9985091681009195,1.0,0.9485744254540794,0.9730636815410193,0.9794493858953778,0.8838006018808469,0.9859919165450135,0.7780503703743807,0.9835823893187587,0.9337050477805823,0.9903270437779158
PEP,0.934612824530013,0.9881313975056308,0.9993222434675134,0.9707199514742277,0.8525691878254656,0.9845371226277123,0.9991893773622915,0.4996357813260206,0.7917617164313846,0.9789557611887181,0.8783017960266449,0.9809895298296647,0.9855881110605309,0.9926388411597493,0.9826053457800719,0.9856067990796203,0.9662216206117762,0.9618806024963508,0.9950917313575878,0.9632298008039635,0.9485744254540794,1.0,0.9364348096706689,0.9438947738067897,0.9864103856031491,0.9875879261293874,0.9330740175098498,0.9895288452433364,0.9983896370395086,0.9828148092708313
WMT,0.7573746857542646,0.9497475151203164,0.9310661234731137,0.8271917997820971,0.9312581120480855,0.8926636270666918,0.9231000180813821,0.18589738628792202,0.9126420178766478,0.9663876988697285,0.9626640848721927,0.9762276157409725,0.9713855715557365,0.97186179823153,0.9789932216887063,0.976467009413395,0.9609739741048049,0.9815640305735565,0.9203624936881657,0.9769269103120614,0.9730636815410193,0.9364348096706689,1.0,0.999484537935251,0.8795342932194863,0.9636658116182715,0.7558214596351087,0.9703284097161661,0.932046338258777,0.9667336401882686
HD,0.7688706985775862,0.9586270935266558,0.938034746957081,0.8381158164220261,0.9213770668249748,0.8984715034882844,0.9316197011421805,0.19945641550045412,0.8998463542402491,0.9739586625475029,0.9547661164342006,0.9823797051562775,0.9780063793776944,0.9766203725422167,0.9845510204702043,0.9822159466560211,0.969134831511878,0.9871445011592528,0.9265818748168033,0.9831917635654361,0.9794493858953778,0.9438947738067897,0.999484537935251,1.0,0.8872165747153121,0.9711872345085185,0.7670761277306751,0.9766805462756281,0.9384034387117379,0.974140164726382
BA,0.9765036823230648,0.9515703142072349,0.990914720228209,0.9927591093094842,0.8297848259591394,0.9977271086143569,0.9889821145838529,0.6275046638916724,0.756375875757678,0.9323139497486139,0.8423457015950458,0.9360905811474177,0.9445595926942588,0.9644549620503449,0.9398104887421411,0.9455034397993399,0.9118317501934018,0.9042686997434496,0.9951262597914263,0.906045166107991,0.8838006018808469,0.9864103856031491,0.8795342932194863,0.8872165747153121,1.0,0.9484922836965533,0.9762016877933093,0.9527013616330364,0.9917765549620117,0.9392188047681632
CAT,0.8727837738773488,0.998593986591203,0.9816968283936703,0.9265574062831915,0.8447695100022712,0.9463398024047436,0.984128775581184,0.36873447672845544,0.7963633714874123,0.9988097077264407,0.8833599392151165,0.9985204067023248,0.9995188839555607,0.9932289770842825,0.9978332416045187,0.9982855863276358,0.9939664508460293,0.9918647903909955,0.9693776813703585,0.9930170717567287,0.9859919165450135,0.9875879261293874,0.9636658116182715,0.9711872345085185,0.9484922836965533,1.0,0.8700161472841613,0.9991397270138546,0.9788392298341042,0.9995944834987313
GE,0.9999307927584082,0.8813195788609749,0.9412498366135611,0.991360892815082,0.7130705270093249,0.965967885321095,0.9428784010118256,0.7773236275280162,0.620110763648321,0.8470888859883439,0.7176072015504213,0.8469119532605994,0.8607261921859379,0.8861816446472395,0.8503028049020758,0.8591730369971669,0.8224109105938161,0.801211530328694,0.9507159390104297,0.8061781608179586,0.7780503703743807,0.9330740175098498,0.7558214596351087,0.7670761277306751,0.9762016877933093,0.8700161472841613,1.0,0.8721240130005979,0.9415103643949279,0.8561185402593481
XOM,0.8745014311167046,0.9963936909993109,0.9847846538450504,0.9274651616890228,0.8656832835390814,0.9527165906309482,0.9850396769939476,0.37122559970281666,0.8189044673751964,0.9970560045996688,0.9007740356271621,0.9986885959450025,0.999539280316149,0.9969206435460053,0.9989492077721096,0.9994566553161329,0.9906461077808401,0.9912295428826609,0.9740557938772723,0.9916331359665348,0.9835823893187587,0.9895288452433364,0.9703284097161661,0.9766805462756281,0.9527013616330364,0.9991397270138546,0.8721240130005979,1.0,0.9828235283945121,0.9983807999851181
CVX,0.9424262370690554,0.9783636538561795,0.9996890789476067,0.9742188726161456,0.8676828577320338,0.9921225234066332,0.9972379441373678,0.5233388874079907,0.8062794960608929,0.9679732502678823,0.8877467279123374,0.9722559904976936,0.9773986501268347,0.9902925933980669,0.9751994586239532,0.9787461034239365,0.9521949246747357,0.9501700009829536,0.9987197992214218,0.9507879522036269,0.9337050477805823,0.9983896370395086,0.932046338258777,0.9384034387117379,0.9917765549620117,0.9788392298341042,0.9415103643949279,0.9828235283945121,1.0,0.9729169339751331
V,0.8590958188284274,0.9978319643109967,0.9760950610770964,0.9159938843895074,0.843149022562263,0.9370697483250151,0.9787207325043783,0.34374601864981363,0.797384085700575,0.9997729961702461,0.8836953421899959,0.9991560065614813,0.9994480946692513,0.99096079726282,0.9980894770689857,0.9980462758497932,0.9964321176688913,0.9947868566476533,0.9622411862812305,0.9958931773339923,0.9903270437779158,0.9828148092708313,0.9667336401882686,0.974140164726382,0.9392188047681632,0.9995944834987313,0.8561185402593481,0.9983807999851181,0.9729169339751331,1.0
